squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category
25897.0,98.0,1,0.0,92.0,20344.0,2.0,4.0,1993.0,0.0,1.0,9799.0,9569.0,116.0,1.0,10.0,2598763.3,Basic
85443.0,40.0,1,1.0,54.0,339.0,3.0,1.0,2021.0,1.0,0.0,3056.0,8928.0,292.0,1.0,2.0,8555234.1,Luxury
11412.0,78.0,0,0.0,79.0,73807.0,1.0,5.0,2009.0,1.0,1.0,6899.0,8997.0,695.0,0.0,0.0,1145642.9,Basic
97550.0,89.0,1,1.0,98.0,78155.0,2.0,5.0,2014.0,1.0,0.0,5391.0,897.0,388.0,0.0,0.0,9765099.4,Luxury
76485.0,47.0,1,0.0,9.0,90254.0,2.0,9.0,2008.0,1.0,0.0,2860.0,3129.0,982.0,0.0,1.0,7653300.8,Basic
26169.0,29.0,0,0.0,62.0,66489.0,9.0,7.0,1993.0,0.0,1.0,7918.0,187.0,919.0,1.0,9.0,2622399.3,Basic
24239.0,87.0,1,0.0,91.0,73056.0,4.0,7.0,1998.0,0.0,0.0,6656.0,7149.0,698.0,0.0,3.0,2427801.8,Basic
36239.0,8.0,0,1.0,24.0,66771.0,7.0,6.0,1990.0,0.0,1.0,6679.0,6528.0,798.0,1.0,5.0,3627708.0,Basic
10500.0,88.0,0,1.0,49.0,10533.0,10.0,1.0,2013.0,1.0,1.0,4170.0,5501.0,422.0,0.0,5.0,1057021.3,Basic
87060.0,27.0,0,1.0,91.0,51803.0,8.0,10.0,2000.0,0.0,0.0,6629.0,435.0,512.0,0.0,7.0,8711426.0,Basic
66683.0,19.0,1,1.0,6.0,50801.0,6.0,2.0,2001.0,0.0,0.0,7473.0,796.0,237.0,1.0,3.0,6677649.1,Basic
66569.0,59.0,1,1.0,56.0,15574.0,7.0,9.0,2016.0,1.0,1.0,2020.0,7188.0,269.0,1.0,10.0,6667802.6,Luxury
84559.0,29.0,0,1.0,69.0,53057.0,7.0,7.0,2000.0,1.0,0.0,3573.0,9556.0,918.0,1.0,8.0,8460604.0,Basic
28749.0,39.0,0,1.0,53.0,80821.0,6.0,5.0,1996.0,1.0,0.0,8113.0,2352.0,982.0,1.0,3.0,2877997.6,Basic
76091.0,38.0,1,0.0,32.0,59451.0,5.0,8.0,2016.0,1.0,0.0,8150.0,6037.0,930.0,0.0,7.0,7614076.6,Basic
92696.0,49.0,1,0.0,38.0,74381.0,9.0,2.0,2021.0,0.0,0.0,1559.0,5111.0,957.0,1.0,2.0,9272740.1,Basic
46988.0,66.0,1,1.0,27.0,4863.0,9.0,10.0,1991.0,1.0,1.0,8339.0,6331.0,874.0,1.0,4.0,4707341.1,Luxury
48062.0,22.0,0,1.0,4.0,28104.0,1.0,10.0,2008.0,1.0,0.0,7908.0,552.0,817.0,1.0,1.0,4809993.8,Basic
5767.0,97.0,1,1.0,11.0,44551.0,7.0,3.0,1998.0,1.0,0.0,2516.0,5601.0,307.0,1.0,4.0,586742.8,Luxury
59800.0,47.0,0,1.0,27.0,44815.0,6.0,9.0,2021.0,0.0,0.0,5075.0,3104.0,864.0,0.0,4.0,5984462.1,Basic
54836.0,25.0,0,1.0,53.0,64601.0,10.0,5.0,2020.0,1.0,0.0,5278.0,1059.0,313.0,1.0,6.0,5492532.0,Basic
54318.0,10.0,1,1.0,52.0,76737.0,4.0,2.0,1998.0,1.0,1.0,9580.0,3787.0,227.0,1.0,1.0,5444967.8,Luxury
70021.0,52.0,1,0.0,28.0,95678.0,4.0,6.0,1992.0,0.0,1.0,4480.0,6919.0,680.0,1.0,1.0,7005572.2,Basic
54368.0,11.0,1,1.0,20.0,55761.0,3.0,7.0,2021.0,0.0,0.0,231.0,1939.0,223.0,0.0,8.0,5446398.1,Basic
31421.0,29.0,0,1.0,68.0,67505.0,5.0,3.0,1999.0,1.0,1.0,8949.0,2080.0,630.0,0.0,5.0,3147829.9,Basic
63053.0,6.0,1,1.0,28.0,45312.0,3.0,1.0,1997.0,0.0,1.0,8414.0,6270.0,939.0,1.0,8.0,6315375.7,Basic
4187.0,89.0,0,1.0,17.0,7488.0,1.0,6.0,1994.0,1.0,0.0,186.0,2627.0,559.0,1.0,2.0,421906.4,Basic
33108.0,82.0,0,1.0,83.0,52015.0,6.0,10.0,2016.0,1.0,0.0,6250.0,8751.0,552.0,1.0,2.0,3316069.6,Basic
64393.0,8.0,0,0.0,51.0,95335.0,4.0,1.0,1990.0,1.0,0.0,3835.0,2403.0,559.0,0.0,6.0,6441378.0,Basic
93876.0,60.0,0,1.0,70.0,5484.0,2.0,1.0,1999.0,1.0,1.0,4086.0,5991.0,494.0,1.0,8.0,9390891.9,Basic
67040.0,60.0,1,1.0,22.0,1690.0,4.0,8.0,1993.0,1.0,0.0,4817.0,5222.0,927.0,0.0,0.0,6714247.3,Luxury
47938.0,17.0,0,0.0,68.0,64247.0,7.0,1.0,2013.0,0.0,1.0,327.0,209.0,352.0,1.0,8.0,4797883.3,Basic
39090.0,57.0,1,0.0,74.0,2922.0,4.0,9.0,2010.0,0.0,0.0,3572.0,8722.0,811.0,1.0,6.0,3917691.0,Basic
43609.0,66.0,0,0.0,55.0,6739.0,4.0,9.0,2005.0,0.0,1.0,3388.0,2353.0,120.0,1.0,7.0,4364910.5,Basic
41998.0,74.0,1,0.0,17.0,32039.0,6.0,1.0,1990.0,1.0,0.0,6838.0,4925.0,828.0,0.0,9.0,4203344.0,Basic
36496.0,9.0,0,1.0,47.0,51526.0,5.0,1.0,2017.0,0.0,1.0,2768.0,6291.0,230.0,1.0,0.0,3656368.7,Basic
84016.0,15.0,1,0.0,55.0,63595.0,1.0,7.0,2016.0,1.0,0.0,3284.0,9879.0,641.0,0.0,2.0,8410054.6,Basic
3087.0,27.0,1,1.0,94.0,9283.0,3.0,10.0,2005.0,1.0,1.0,5866.0,3557.0,199.0,1.0,1.0,321717.5,Luxury
89768.0,48.0,1,1.0,17.0,71000.0,6.0,9.0,1993.0,0.0,1.0,2485.0,108.0,864.0,0.0,7.0,8980518.3,Basic
30226.0,74.0,1,1.0,87.0,71053.0,10.0,9.0,2007.0,0.0,0.0,515.0,13.0,223.0,0.0,4.0,3039243.7,Basic
58478.0,5.0,0,1.0,35.0,5898.0,6.0,10.0,2016.0,0.0,0.0,8366.0,4799.0,979.0,1.0,7.0,5853710.6,Basic
66621.0,48.0,0,0.0,89.0,52165.0,10.0,1.0,1995.0,1.0,1.0,5024.0,8103.0,388.0,1.0,4.0,6666403.5,Basic
73314.0,43.0,0,1.0,38.0,49895.0,10.0,1.0,2018.0,0.0,1.0,3281.0,5020.0,968.0,0.0,8.0,7336538.8,Basic
59972.0,28.0,0,1.0,18.0,32083.0,9.0,8.0,2021.0,1.0,1.0,8384.0,7226.0,226.0,1.0,4.0,6000826.1,Basic
71591.0,20.0,1,0.0,58.0,46834.0,7.0,4.0,1998.0,0.0,0.0,6486.0,3310.0,366.0,0.0,0.0,7165980.8,Basic
92462.0,52.0,1,1.0,46.0,22405.0,9.0,6.0,2019.0,1.0,0.0,9584.0,8587.0,677.0,0.0,8.0,9257840.9,Luxury
52325.0,60.0,1,1.0,24.0,76804.0,6.0,5.0,1992.0,1.0,0.0,8987.0,3149.0,808.0,1.0,4.0,5238533.2,Luxury
67311.0,67.0,0,0.0,10.0,45626.0,3.0,3.0,1990.0,1.0,1.0,6928.0,7808.0,774.0,1.0,5.0,6732249.0,Basic
45050.0,99.0,0,1.0,87.0,20318.0,4.0,8.0,2013.0,1.0,0.0,5218.0,8217.0,144.0,0.0,3.0,4508695.3,Basic
61534.0,73.0,1,0.0,97.0,22943.0,9.0,5.0,2001.0,0.0,0.0,9265.0,8974.0,755.0,1.0,6.0,6159875.1,Basic
84091.0,50.0,0,1.0,72.0,22718.0,7.0,5.0,1993.0,0.0,0.0,2668.0,4669.0,766.0,0.0,8.0,8414104.3,Basic
77579.0,69.0,1,1.0,97.0,88798.0,6.0,1.0,1999.0,1.0,0.0,4850.0,5648.0,144.0,1.0,8.0,7767797.9,Luxury
25204.0,31.0,1,1.0,37.0,87552.0,4.0,10.0,2020.0,1.0,0.0,6560.0,4287.0,116.0,0.0,6.0,2530488.0,Luxury
42059.0,46.0,0,1.0,62.0,43289.0,6.0,3.0,2017.0,1.0,1.0,8827.0,1853.0,860.0,1.0,3.0,4212125.7,Basic
38430.0,43.0,0,1.0,51.0,3406.0,6.0,4.0,2021.0,0.0,1.0,1214.0,606.0,289.0,0.0,8.0,3846214.1,Basic
7069.0,4.0,0,0.0,89.0,55300.0,9.0,2.0,2009.0,1.0,1.0,7499.0,8969.0,493.0,1.0,3.0,709107.9,Basic
34780.0,75.0,0,1.0,9.0,67297.0,4.0,5.0,2019.0,0.0,1.0,3033.0,6475.0,800.0,1.0,4.0,3480536.9,Basic
12757.0,100.0,1,0.0,7.0,19550.0,7.0,8.0,2020.0,1.0,1.0,6795.0,9983.0,738.0,0.0,5.0,1277834.0,Basic
33749.0,74.0,0,1.0,38.0,73976.0,10.0,7.0,1999.0,1.0,1.0,1729.0,7952.0,616.0,1.0,2.0,3380855.9,Basic
600.0,37.0,1,0.0,43.0,72736.0,4.0,7.0,2011.0,1.0,0.0,6738.0,5603.0,866.0,0.0,1.0,63402.1,Basic
7239.0,61.0,1,0.0,83.0,26435.0,4.0,7.0,1994.0,1.0,0.0,7782.0,2518.0,986.0,0.0,4.0,733776.4,Basic
34919.0,20.0,1,1.0,84.0,60113.0,5.0,1.0,1997.0,0.0,0.0,6566.0,628.0,408.0,0.0,2.0,3499532.7,Basic
25614.0,29.0,0,0.0,27.0,52970.0,4.0,1.0,1994.0,1.0,0.0,700.0,377.0,519.0,1.0,9.0,2563970.4,Basic
51434.0,64.0,0,0.0,23.0,79754.0,10.0,2.0,2012.0,1.0,1.0,2080.0,9575.0,753.0,0.0,7.0,5146226.2,Basic
78960.0,55.0,0,1.0,76.0,23408.0,8.0,4.0,2015.0,1.0,1.0,7126.0,5012.0,974.0,1.0,0.0,7900996.5,Basic
70751.0,64.0,1,1.0,41.0,92268.0,1.0,9.0,2006.0,1.0,0.0,1506.0,590.0,794.0,1.0,7.0,7084110.6,Luxury
81870.0,60.0,0,1.0,100.0,58048.0,3.0,8.0,2020.0,0.0,0.0,3632.0,5960.0,723.0,1.0,3.0,8198185.0,Basic
91559.0,36.0,0,1.0,21.0,82521.0,6.0,2.0,2007.0,0.0,1.0,788.0,4788.0,132.0,1.0,8.0,9161130.7,Basic
72098.0,9.0,0,1.0,67.0,91168.0,2.0,3.0,2014.0,1.0,0.0,9080.0,9356.0,740.0,1.0,9.0,7216904.4,Basic
23177.0,19.0,0,0.0,52.0,69373.0,4.0,1.0,2003.0,0.0,0.0,2706.0,4593.0,648.0,1.0,6.0,2318776.3,Basic
39517.0,92.0,0,0.0,85.0,51212.0,4.0,6.0,2019.0,0.0,1.0,7618.0,1172.0,810.0,1.0,9.0,3953491.9,Basic
55232.0,23.0,0,0.0,8.0,849.0,8.0,3.0,1991.0,0.0,0.0,1492.0,5697.0,625.0,0.0,6.0,5524015.1,Basic
53735.0,49.0,0,1.0,92.0,2423.0,4.0,7.0,2006.0,0.0,0.0,8654.0,9588.0,290.0,1.0,8.0,5384554.6,Basic
67753.0,72.0,1,1.0,78.0,31721.0,3.0,9.0,1995.0,1.0,1.0,7480.0,2068.0,929.0,0.0,6.0,6789580.5,Luxury
1450.0,59.0,0,0.0,1.0,2317.0,10.0,9.0,2018.0,1.0,1.0,1285.0,8119.0,869.0,1.0,10.0,146181.8,Basic
82141.0,93.0,1,1.0,61.0,74213.0,3.0,7.0,2019.0,1.0,1.0,8785.0,6602.0,968.0,1.0,4.0,8225970.9,Luxury
17868.0,73.0,1,0.0,35.0,48674.0,4.0,9.0,2013.0,0.0,0.0,1718.0,5498.0,710.0,1.0,2.0,1792308.3,Basic
71397.0,71.0,0,0.0,93.0,68199.0,3.0,10.0,1995.0,1.0,1.0,3477.0,5530.0,342.0,0.0,2.0,7145471.5,Basic
32623.0,35.0,0,1.0,14.0,80204.0,10.0,6.0,2003.0,1.0,0.0,4633.0,7551.0,126.0,0.0,8.0,3267852.3,Basic
23841.0,71.0,1,1.0,25.0,32106.0,3.0,7.0,2010.0,1.0,1.0,7590.0,5224.0,564.0,1.0,1.0,2390804.0,Luxury
16495.0,94.0,0,0.0,6.0,90448.0,3.0,10.0,1991.0,1.0,1.0,2214.0,1464.0,929.0,1.0,7.0,1650711.1,Basic
39109.0,24.0,1,0.0,67.0,74477.0,4.0,3.0,2002.0,1.0,0.0,1642.0,2925.0,139.0,0.0,9.0,3917652.2,Basic
65151.0,81.0,1,1.0,3.0,66191.0,7.0,9.0,1991.0,0.0,0.0,3218.0,9119.0,849.0,0.0,4.0,6522781.1,Basic
61484.0,91.0,1,0.0,94.0,87015.0,8.0,8.0,2013.0,1.0,0.0,5486.0,3641.0,766.0,0.0,3.0,6154833.3,Basic
57160.0,15.0,1,1.0,43.0,40786.0,8.0,8.0,2002.0,0.0,0.0,4018.0,4871.0,836.0,1.0,2.0,5724102.2,Basic
13346.0,57.0,0,0.0,57.0,30010.0,6.0,8.0,2021.0,1.0,1.0,2525.0,545.0,809.0,0.0,8.0,1336414.1,Basic
27351.0,77.0,0,0.0,36.0,98465.0,4.0,1.0,1997.0,1.0,1.0,1150.0,3100.0,812.0,1.0,0.0,2738851.7,Basic
18466.0,50.0,0,1.0,60.0,89670.0,5.0,2.0,2020.0,0.0,0.0,2475.0,1376.0,568.0,0.0,5.0,1849227.0,Basic
45441.0,29.0,1,0.0,66.0,21239.0,3.0,5.0,2004.0,0.0,1.0,8121.0,2996.0,853.0,0.0,6.0,4552319.4,Basic
55933.0,15.0,0,0.0,97.0,5800.0,9.0,8.0,2001.0,1.0,1.0,7369.0,6739.0,686.0,1.0,6.0,5599976.1,Basic
81936.0,68.0,0,0.0,92.0,6143.0,3.0,1.0,2011.0,1.0,0.0,6393.0,9082.0,734.0,0.0,0.0,8198107.1,Basic
18237.0,70.0,1,0.0,74.0,25093.0,9.0,6.0,2011.0,0.0,0.0,7173.0,9144.0,498.0,1.0,9.0,1833338.1,Basic
35631.0,54.0,1,0.0,7.0,77355.0,10.0,6.0,2018.0,1.0,1.0,216.0,1339.0,775.0,1.0,10.0,3568002.8,Basic
99683.0,12.0,1,0.0,77.0,18300.0,5.0,8.0,2002.0,0.0,1.0,4034.0,2877.0,787.0,1.0,6.0,9977000.2,Basic
47664.0,44.0,0,0.0,77.0,98008.0,6.0,3.0,2010.0,1.0,1.0,2662.0,5433.0,417.0,0.0,6.0,4770073.0,Basic
62887.0,45.0,0,1.0,7.0,91125.0,4.0,3.0,1993.0,1.0,0.0,292.0,744.0,675.0,0.0,4.0,6293710.3,Basic
18470.0,20.0,1,1.0,73.0,9406.0,3.0,1.0,2000.0,1.0,0.0,4089.0,9245.0,905.0,1.0,6.0,1852115.0,Luxury
36031.0,63.0,1,0.0,47.0,74698.0,9.0,8.0,2001.0,0.0,1.0,9701.0,1325.0,514.0,0.0,4.0,3612495.1,Basic
22776.0,84.0,0,0.0,5.0,82401.0,9.0,9.0,1993.0,0.0,1.0,2422.0,1918.0,544.0,1.0,7.0,2278599.3,Basic
14830.0,81.0,1,0.0,1.0,17641.0,1.0,10.0,1992.0,1.0,0.0,6151.0,1651.0,243.0,0.0,9.0,1487488.2,Basic
43944.0,40.0,1,0.0,69.0,5581.0,10.0,5.0,2012.0,0.0,1.0,7466.0,6556.0,735.0,1.0,6.0,4403326.2,Basic
73062.0,34.0,1,1.0,38.0,44770.0,4.0,8.0,2016.0,0.0,0.0,9823.0,7174.0,728.0,1.0,0.0,7313447.6,Basic
84284.0,76.0,0,0.0,39.0,55723.0,5.0,1.0,1998.0,0.0,0.0,4500.0,4877.0,480.0,0.0,6.0,8432554.8,Basic
9619.0,66.0,1,0.0,91.0,82543.0,9.0,5.0,1991.0,0.0,1.0,1069.0,3823.0,927.0,0.0,10.0,969806.1,Basic
11410.0,96.0,0,1.0,96.0,85454.0,8.0,3.0,2019.0,0.0,1.0,1466.0,3642.0,933.0,1.0,1.0,1150663.9,Basic
29855.0,63.0,0,0.0,23.0,78080.0,5.0,5.0,2000.0,0.0,1.0,3861.0,7495.0,204.0,0.0,6.0,2987645.0,Basic
46716.0,94.0,0,0.0,58.0,25303.0,8.0,5.0,2008.0,0.0,1.0,1361.0,6855.0,409.0,0.0,3.0,4674140.8,Basic
77046.0,69.0,1,0.0,85.0,43517.0,4.0,2.0,1992.0,0.0,1.0,8135.0,1401.0,648.0,0.0,3.0,7714235.2,Basic
58855.0,1.0,0,0.0,66.0,20127.0,3.0,7.0,2004.0,0.0,1.0,2267.0,3070.0,531.0,0.0,3.0,5892518.4,Basic
69165.0,66.0,1,0.0,74.0,51371.0,4.0,4.0,2009.0,1.0,1.0,1543.0,9736.0,939.0,1.0,9.0,6926290.9,Basic
57915.0,25.0,0,1.0,84.0,87517.0,10.0,4.0,2007.0,1.0,1.0,3394.0,4287.0,640.0,0.0,5.0,5800324.7,Basic
66279.0,47.0,1,0.0,9.0,21934.0,3.0,2.0,2003.0,0.0,1.0,5079.0,3156.0,128.0,0.0,10.0,6631365.3,Basic
16068.0,21.0,1,0.0,13.0,21716.0,8.0,8.0,1991.0,1.0,1.0,8893.0,2564.0,463.0,0.0,2.0,1611707.1,Basic
74325.0,50.0,1,1.0,58.0,91978.0,8.0,10.0,1994.0,0.0,1.0,4008.0,1952.0,275.0,0.0,5.0,7443433.4,Basic
35742.0,46.0,1,1.0,47.0,84138.0,7.0,1.0,2014.0,1.0,1.0,1732.0,6019.0,243.0,0.0,7.0,3581003.4,Luxury
9026.0,51.0,1,0.0,28.0,85842.0,1.0,5.0,2000.0,1.0,0.0,779.0,9037.0,482.0,0.0,10.0,904797.0,Basic
16899.0,19.0,0,1.0,14.0,47328.0,2.0,4.0,2020.0,0.0,1.0,5710.0,907.0,302.0,1.0,7.0,1693690.0,Basic
99854.0,82.0,0,0.0,64.0,82741.0,3.0,8.0,2009.0,0.0,1.0,4827.0,2626.0,918.0,0.0,7.0,9989598.9,Basic
33743.0,56.0,1,1.0,29.0,21945.0,10.0,8.0,2006.0,0.0,1.0,7330.0,3012.0,345.0,0.0,6.0,3382812.6,Basic
72798.0,22.0,1,1.0,30.0,61212.0,9.0,3.0,2007.0,0.0,0.0,2209.0,2120.0,637.0,0.0,7.0,7290431.7,Basic
86492.0,21.0,0,0.0,86.0,42450.0,3.0,7.0,1992.0,1.0,0.0,7843.0,5348.0,463.0,0.0,0.0,8654049.2,Basic
38937.0,35.0,0,1.0,77.0,2867.0,2.0,6.0,2013.0,1.0,1.0,1312.0,1272.0,794.0,0.0,1.0,3901433.3,Basic
24762.0,22.0,0,1.0,62.0,50367.0,10.0,10.0,1999.0,1.0,1.0,5264.0,3986.0,502.0,1.0,1.0,2480900.9,Basic
91047.0,45.0,0,0.0,65.0,41065.0,8.0,2.0,1999.0,0.0,0.0,7241.0,1060.0,757.0,1.0,1.0,9109264.9,Basic
55527.0,64.0,0,1.0,44.0,61931.0,4.0,2.0,2005.0,0.0,1.0,9385.0,9507.0,786.0,1.0,9.0,5557814.5,Basic
70606.0,17.0,1,1.0,79.0,38.0,7.0,3.0,2017.0,1.0,0.0,4927.0,1285.0,197.0,0.0,5.0,7070662.7,Luxury
67327.0,47.0,0,0.0,87.0,26709.0,9.0,3.0,1990.0,0.0,1.0,1097.0,8551.0,964.0,0.0,10.0,6741466.0,Basic
6125.0,90.0,0,1.0,29.0,95979.0,1.0,2.0,2012.0,1.0,1.0,6423.0,7934.0,846.0,0.0,10.0,615143.2,Basic
71833.0,37.0,0,1.0,51.0,58147.0,2.0,5.0,2013.0,0.0,0.0,3772.0,2045.0,580.0,1.0,6.0,7185318.3,Basic
20811.0,98.0,1,1.0,71.0,91543.0,1.0,4.0,1995.0,0.0,1.0,112.0,53.0,586.0,0.0,3.0,2090690.5,Basic
7643.0,98.0,0,0.0,63.0,5989.0,2.0,3.0,1999.0,1.0,0.0,2142.0,7748.0,983.0,1.0,7.0,765618.9,Basic
16669.0,95.0,1,1.0,81.0,15949.0,4.0,3.0,2007.0,0.0,1.0,6109.0,1409.0,239.0,1.0,1.0,1676719.7,Basic
84006.0,73.0,1,1.0,97.0,54296.0,4.0,7.0,2000.0,1.0,0.0,9698.0,6310.0,837.0,0.0,4.0,8409827.0,Luxury
34059.0,49.0,0,0.0,90.0,63489.0,4.0,8.0,1993.0,0.0,1.0,4138.0,5337.0,347.0,0.0,2.0,3412619.3,Basic
36131.0,95.0,0,0.0,88.0,72385.0,8.0,8.0,1991.0,1.0,0.0,1046.0,8463.0,331.0,0.0,8.0,3620939.1,Basic
8201.0,18.0,1,1.0,66.0,38920.0,7.0,2.0,2007.0,0.0,0.0,4949.0,5811.0,185.0,1.0,6.0,826967.7,Basic
38398.0,84.0,0,0.0,22.0,44513.0,6.0,8.0,1994.0,1.0,0.0,1618.0,9458.0,404.0,0.0,8.0,3842545.4,Basic
38833.0,10.0,0,0.0,14.0,28075.0,4.0,3.0,2014.0,1.0,1.0,1828.0,7626.0,462.0,1.0,8.0,3884619.4,Basic
41488.0,22.0,0,0.0,59.0,2019.0,9.0,1.0,2013.0,0.0,1.0,2090.0,4438.0,650.0,0.0,3.0,4151539.3,Basic
5205.0,2.0,0,0.0,15.0,71289.0,7.0,3.0,2005.0,0.0,0.0,8342.0,4705.0,742.0,0.0,0.0,521650.5,Basic
45066.0,28.0,0,0.0,62.0,85825.0,9.0,5.0,2013.0,0.0,0.0,7092.0,6757.0,924.0,1.0,0.0,4508367.3,Basic
63875.0,53.0,1,1.0,14.0,54408.0,7.0,3.0,1999.0,1.0,0.0,4139.0,7178.0,152.0,0.0,6.0,6394774.9,Luxury
25052.0,88.0,0,0.0,94.0,1083.0,8.0,6.0,2020.0,0.0,1.0,718.0,6346.0,703.0,0.0,10.0,2515214.0,Basic
51457.0,64.0,0,1.0,32.0,68294.0,3.0,10.0,2016.0,0.0,0.0,3016.0,1891.0,633.0,1.0,4.0,5150600.6,Basic
84396.0,64.0,0,0.0,96.0,88421.0,6.0,7.0,2015.0,1.0,1.0,7416.0,6190.0,593.0,1.0,2.0,8449333.5,Basic
64920.0,98.0,0,1.0,63.0,1173.0,8.0,8.0,2016.0,1.0,0.0,2287.0,8181.0,426.0,1.0,6.0,6501809.6,Basic
9166.0,4.0,1,0.0,16.0,26610.0,4.0,1.0,2015.0,1.0,1.0,6838.0,9438.0,842.0,1.0,8.0,922847.5,Basic
85558.0,48.0,1,0.0,83.0,55318.0,2.0,9.0,2017.0,0.0,1.0,7997.0,655.0,374.0,1.0,0.0,8568781.7,Basic
87267.0,75.0,1,0.0,81.0,57714.0,6.0,10.0,2019.0,0.0,0.0,6899.0,1628.0,666.0,1.0,4.0,8731940.9,Basic
